Data;Eur;GBP;USD;CAD;AUD;SGD;CHF;JPY;KRW;BRL;RUB
08/01/2004;1,00;0,68;1,21;1,41;1,61;1,97;1,54;137,85;1180,56;2,73;34,68
09/01/2004;1,00;0,68;1,21;1,41;1,60;1,97;1,54;138,12;1184,75;2,73;34,38
10/01/2004;1,00;0,69;1,21;1,41;1,61;1,97;1,55;138,31;1187,04;2,73;34,41
11/01/2004;1,00;0,68;1,21;1,40;1,61;1,96;1,55;137,50;1179,93;2,76;34,47
12/01/2004;1,00;0,68;1,20;1,40;1,60;1,96;1,55;138,13;1189,03;2,74;34,32
13/01/2004;1,00;0,69;1,21;1,41;1,61;1,98;1,55;139,23;1189,94;2,77;34,26
14/01/2004;1,00;0,69;1,21;1,40;1,60;1,97;1,55;139,23;1194,28;2,75;34,22
15/01/2004;1,00;0,69;1,21;1,41;1,62;1,97;1,55;139,51;1202,98;2,82;34,28
16/01/2004;1,00;0,69;1,21;1,42;1,62;1,97;1,55;139,06;1187,38;2,79;34,15
17/01/2004;1,00;0,69;1,21;1,40;1,61;1,96;1,55;139,15;1190,75;2,74;34,15
18/01/2004;1,00;0,69;1,23;1,41;1,63;1,99;1,55;140,35;1204,99;2,78;34,36
19/01/2004;1,00;0,69;1,23;1,41;1,64;1,99;1,55;140,45;1197,26;2,75;34,34
20/01/2004;1,00;0,69;1,23;1,42;1,63;1,99;1,55;141,12;1190,92;2,75;34,38
21/01/2004;1,00;0,69;1,23;1,41;1,62;1,99;1,55;141,85;1187,41;2,75;34,28
22/01/2004;1,00;0,68;1,22;1,40;1,62;1,98;1,55;142,19;1181,66;2,69;34,15
23/01/2004;1,00;0,68;1,21;1,38;1,61;1,97;1,56;141,99;1172,92;2,67;34,01
24/01/2004;1,00;0,68;1,21;1,39;1,61;1,97;1,55;142,17;1168,96;2,67;34,09
25/01/2004;1,00;0,68;1,21;1,38;1,60;1,97;1,55;142,22;1163,37;2,69;34,03
26/01/2004;1,00;0,68;1,21;1,38;1,60;1,97;1,56;143,04;1173,30;2,66;34,01
27/01/2004;1,00;0,68;1,21;1,38;1,60;1,97;1,55;143,05;1170,10;2,67;34,00
28/01/2004;1,00;0,68;1,20;1,37;1,61;1,95;1,56;142,28;1153,89;2,63;33,85
29/01/2004;1,00;0,69;1,20;1,37;1,61;1,95;1,55;141,24;1159,29;2,61;33,85
30/01/2004;1,00;0,69;1,19;1,38;1,62;1,95;1,55;141,51;1161,05;2,63;33,79
31/01/2004;1,00;0,69;1,20;1,38;1,62;1,95;1,56;141,91;1164,58;2,61;33,84
01/02/2004;1,00;0,68;1,20;1,38;1,61;1,95;1,56;140,77;1158,46;2,58;33,84
02/02/2004;1,00;0,68;1,19;1,37;1,61;1,94;1,56;140,35;1161,16;2,58;33,55
03/02/2004;1,00;0,69;1,19;1,38;1,61;1,94;1,56;139,57;1153,99;2,55;33,56
04/02/2004;1,00;0,68;1,19;1,37;1,60;1,94;1,56;139,96;1159,57;2,55;33,59
05/02/2004;1,00;0,68;1,19;1,37;1,61;1,94;1,56;140,11;1155,62;2,51;33,52
06/02/2004;1,00;0,68;1,19;1,37;1,61;1,94;1,56;140,77;1154,03;2,51;33,51
07/02/2004;1,00;0,68;1,19;1,37;1,61;1,94;1,56;141,11;1154,72;2,53;33,62
08/02/2004;1,00;0,68;1,19;1,37;1,61;1,94;1,56;141,61;1153,16;2,51;33,58
09/02/2004;1,00;0,68;1,19;1,36;1,62;1,94;1,56;140,91;1157,34;2,57;33,52
10/02/2004;1,00;0,68;1,20;1,37;1,61;1,94;1,56;139,88;1154,50;2,55;33,72
11/02/2004;1,00;0,68;1,19;1,37;1,61;1,93;1,56;139,11;1149,63;2,54;33,53
12/02/2004;1,00;0,68;1,19;1,36;1,61;1,92;1,56;137,77;1148,28;2,53;33,34
13/02/2004;1,00;0,68;1,19;1,35;1,61;1,93;1,57;138,18;1153,06;29,29;33,37
14/02/2004;1,00;0,68;1,20;1,36;1,60;1,93;1,56;138,56;1157,80;2,54;33,49
15/02/2004;1,00;0,68;1,19;1,35;1,60;1,93;1,56;138,73;1155,38;2,51;33,42
16/02/2004;1,00;0,69;1,20;1,36;1,61;1,95;1,56;139,96;1167,50;2,54;33,58
17/02/2004;1,00;0,69;1,20;1,37;1,62;1,95;1,56;141,04;1171,60;2,55;33,58
18/02/2004;1,00;0,69;1,19;1,36;1,62;1,95;1,56;140,34;1163,54;2,57;33,41
19/02/2004;1,00;0,69;1,19;1,37;1,62;1,94;1,56;140,35;1170,07;2,60;33,41
20/02/2004;1,00;0,69;1,19;1,38;1,62;1,94;1,56;140,10;1170,60;2,57;33,43
21/02/2004;1,00;0,69;1,19;1,39;1,62;1,94;1,57;141,11;1168,24;2,57;33,42
22/02/2004;1,00;0,69;1,19;1,38;1,63;1,94;1,57;141,94;1169,25;2,57;33,43
23/02/2004;1,00;0,69;1,19;1,39;1,63;1,94;1,57;141,31;1167,32;2,56;33,48
24/02/2004;1,00;0,69;1,20;1,39;1,63;1,95;1,57;141,31;1172,41;2,54;33,46
25/02/2004;1,00;0,69;1,21;1,40;1,64;1,96;1,57;142,06;1176,85;2,56;33,55
26/02/2004;1,00;0,69;1,22;1,41;1,67;1,97;1,57;141,47;1183,47;2,57;33,71
27/02/2004;1,00;0,69;1,22;1,42;1,69;1,96;1,57;141,07;1177,29;2,59;33,68
28/02/2004;1,00;0,69;1,21;1,41;1,69;1,96;1,57;141,61;1175,96;2,62;33,64
29/02/2004;1,00;0,69;1,21;1,41;1,69;1,95;1,57;141,34;1175,04;2,61;33,53
01/03/2004;1,00;0,69;1,21;1,40;1,68;1,95;1,58;141,12;1175,97;2,58;33,48
02/03/2004;1,00;0,69;1,20;1,40;1,69;1,94;1,58;141,52;1172,42;2,60;33,34
03/03/2004;1,00;0,69;1,20;1,41;1,70;1,95;1,57;140,15;1173,22;2,59;33,42
04/03/2004;1,00;0,69;1,21;1,41;1,70;1,95;1,57;141,09;1180,30;2,70;33,51
05/03/2004;1,00;0,69;1,20;1,41;1,71;1,95;1,57;141,58;1171,35;2,69;33,40
06/03/2004;1,00;0,69;1,21;1,41;1,70;1,96;1,57;141,90;1180,69;2,65;33,56
07/03/2004;1,00;0,70;1,21;1,41;1,70;1,96;1,58;142,42;1176,09;2,64;33,55
08/03/2004;1,00;0,70;1,21;1,42;1,68;1,95;1,58;142,77;1171,08;2,62;33,49
09/03/2004;1,00;0,70;1,22;1,43;1,70;1,97;1,58;143,69;1175,89;2,60;33,75
10/03/2004;1,00;0,70;1,23;1,42;1,69;1,97;1,58;144,16;1173,90;2,62;33,80
11/03/2004;1,00;0,70;1,23;1,42;1,68;1,97;1,58;144,81;1172,10;2,64;33,86
12/03/2004;1,00;0,70;1,22;1,40;1,67;1,96;1,58;143,57;1160,66;2,60;33,65
13/03/2004;1,00;0,69;1,21;1,39;1,66;1,94;1,58;143,22;1155,45;2,60;33,54
14/03/2004;1,00;0,69;1,21;1,39;1,66;1,96;1,58;143,73;1155,79;2,60;33,54
15/03/2004;1,00;0,69;1,21;1,39;1,66;1,95;1,57;143,22;1165,21;2,58;33,58
16/03/2004;1,00;0,69;1,21;1,39;1,66;1,94;1,57;143,48;1162,96;2,59;33,52
17/03/2004;1,00;0,69;0,87;1,31;1,67;2,22;1,54;94,18;1092,81;34,60;54,41
18/03/2004;1,00;0,73;1,27;1,55;2,07;3,24;1,13;128,17;1212,33;14,77;25,59
19/03/2004;1,00;0,69;1,23;1,40;1,66;1,96;1,56;144,53;1168,60;2,62;33,78
20/03/2004;1,00;0,69;1,23;1,41;1,66;1,97;1,57;144,60;1167,38;2,60;33,91
21/03/2004;1,00;0,69;1,23;1,40;1,66;1,97;1,57;145,27;1171,14;2,61;33,90
22/03/2004;1,00;0,69;1,23;1,40;1,66;1,97;1,58;144,36;1168,08;2,61;33,87
23/03/2004;1,00;0,69;1,24;1,41;1,66;1,96;1,57;142,17;1161,94;2,62;33,94
24/03/2004;1,00;0,69;1,24;1,41;1,66;1,97;1,57;142,11;1174,29;7,29;34,03
25/03/2004;1,00;0,70;1,24;1,41;1,66;1,97;1,58;142,87;1176,09;2,65;34,04
26/03/2004;1,00;0,70;1,24;1,40;1,65;1,97;1,58;142,71;1173,00;2,64;34,01
27/03/2004;1,00;0,69;1,25;1,41;1,66;1,99;1,57;143,29;1182,49;2,63;34,19
28/03/2004;1,00;0,96;1,53;1,56;2,01;2,53;1,27;103,88;1469,30;38,28;81,49
29/03/2004;1,00;0,69;1,26;1,40;1,66;2,00;1,56;143,48;1188,63;2,64;34,36
30/03/2004;1,00;0,69;1,26;1,40;1,64;1,99;1,56;143,38;1179,27;2,61;34,34
31/03/2004;1,00;0,68;1,26;1,40;1,64;1,99;1,56;143,62;1183,14;2,61;34,28
01/04/2004;1,00;0,69;1,27;1,41;1,65;2,00;1,56;144,51;1192,16;2,63;34,41
02/04/2004;1,00;0,68;1,28;1,41;1,65;2,00;1,56;141,88;1183,50;2,62;34,55
03/04/2004;1,00;0,68;1,27;1,41;1,65;1,99;1,56;141,62;1183,36;2,63;34,38
04/04/2004;1,00;0,69;1,28;1,40;1,65;2,00;1,56;141,27;1187,42;2,63;34,55
05/04/2004;1,00;0,68;1,27;1,40;1,65;1,99;1,56;141,41;1189,71;2,64;34,45
06/04/2004;1,00;0,68;1,29;1,42;1,66;2,02;1,55;141,56;1204,36;2,75;34,77
07/04/2004;1,00;0,68;1,28;1,43;1,68;2,03;1,55;141,32;1210,13;2,80;34,64
08/04/2004;1,00;0,68;1,28;1,43;1,68;2,02;1,55;141,33;1211,21;2,75;34,63
09/04/2004;1,00;0,68;1,29;1,42;1,67;2,02;1,55;140,88;1206,98;2,75;34,69
10/04/2004;1,00;0,68;1,28;1,42;1,67;2,02;1,55;141,94;1209,45;2,81;34,53
11/04/2004;1,00;0,68;1,28;1,43;1,68;2,03;1,56;142,64;1208,08;2,76;34,53
12/04/2004;1,00;0,68;1,28;1,44;1,70;2,03;1,55;143,55;1214,60;2,88;34,52
13/04/2004;1,00;0,68;1,28;1,43;1,70;2,03;1,55;143,04;1211,93;2,90;34,65
14/04/2004;1,00;0,68;1,29;1,44;1,70;2,04;1,55;143,86;1220,33;3,01;34,65
15/04/2004;1,00;0,68;1,28;1,42;1,69;2,02;1,56;143,08;1210,64;3,02;34,51
16/04/2004;1,00;0,69;1,28;1,42;1,69;2,02;1,56;143,50;1209,96;2,92;34,57
17/04/2004;1,00;0,69;1,28;1,41;1,68;2,01;1,56;143,23;1208,82;2,86;34,51
18/04/2004;1,00;0,68;1,28;1,41;1,68;2,02;1,56;144,05;1214,31;2,97;34,65
19/04/2004;1,00;0,69;1,29;1,41;1,70;2,03;1,56;144,32;1216,93;2,94;34,68
20/04/2004;1,00;0,68;1,27;1,41;1,71;2,02;1,56;144,19;1206,42;2,95;34,51
21/04/2004;1,00;0,69;1,28;1,41;1,72;2,02;1,56;144,59;1214,86;2,87;34,43
22/04/2004;1,00;0,69;1,30;1,42;1,73;2,04;1,56;144,66;1221,94;2,92;34,61
23/04/2004;1,00;0,69;1,28;1,43;1,73;2,03;1,56;144,74;1211,41;2,90;34,44
24/04/2004;1,00;0,69;1,28;1,43;1,73;2,03;1,56;144,89;1212,65;2,87;34,35
25/04/2004;1,00;0,69;1,27;1,42;1,71;2,03;1,56;145,66;1214,22;2,89;34,29
26/04/2004;1,00;0,69;1,27;1,41;1,69;2,02;1,56;144,25;1208,30;2,85;34,18
27/04/2004;1,00;0,68;1,26;1,39;1,69;2,00;1,55;143,89;1202,89;2,85;34,05
28/04/2004;1,00;0,68;1,26;1,39;1,70;2,01;1,55;144,14;1208,89;41,60;34,07
29/04/2004;1,00;0,68;1,26;1,40;1,70;2,00;1,55;144,68;1208,69;2,89;34,04
30/04/2004;1,00;0,68;1,26;1,40;1,71;2,01;1,55;144,84;1210,06;33,17;34,09
01/05/2004;1,00;0,68;1,27;1,41;1,71;2,01;1,56;145,41;1209,12;2,85;34,16
02/05/2004;1,00;0,68;1,26;1,41;1,71;2,01;1,56;145,43;1210,31;2,83;34,05
03/05/2004;1,00;0,68;1,25;1,40;1,70;2,00;1,56;144,43;1200,21;2,84;33,98
04/05/2004;1,00;0,69;1,26;1,41;1,72;2,01;1,56;145,22;1207,37;2,84;34,11
05/05/2004;1,00;0,69;1,26;1,40;1,71;2,00;1,56;145,48;1201,83;2,81;34,04
06/05/2004;1,00;0,69;1,25;1,40;1,71;2,00;1,56;145,50;1195,25;2,81;33,91
07/05/2004;1,00;0,69;1,26;1,41;1,72;2,01;1,56;146,13;1205,23;2,79;34,00
08/05/2004;1,00;0,69;1,26;1,41;1,72;2,01;1,57;146,42;1204,92;2,80;34,00
09/05/2004;1,00;0,69;1,26;1,41;1,72;2,01;1,56;146,12;1203,83;2,80;34,01
10/05/2004;1,00;0,69;1,25;1,40;1,72;2,00;1,56;146,00;1203,54;2,78;33,95
11/05/2004;1,00;0,69;1,27;1,41;1,71;2,01;1,57;145,75;1206,08;2,78;34,24
12/05/2004;1,00;0,69;1,28;1,42;1,72;2,03;1,57;146,66;1208,46;2,76;34,38
13/05/2004;1,00;0,69;1,28;1,42;1,72;2,02;1,57;146,57;1206,70;2,78;34,35
14/05/2004;1,00;0,69;1,28;1,42;1,72;2,02;1,57;146,74;1211,34;2,79;34,36
15/05/2004;1,00;0,69;1,27;1,42;1,72;2,02;1,57;147,09;1209,57;2,79;34,29
16/05/2004;1,00;0,69;1,28;1,42;1,71;2,02;1,57;146,59;1211,23;2,78;34,34
17/05/2004;1,00;0,69;1,28;1,43;1,70;2,01;1,57;145,17;1201,24;2,77;34,29
18/05/2004;1,00;0,69;1,27;1,44;1,69;2,01;1,57;145,69;1205,78;2,78;34,26
19/05/2004;1,00;0,69;1,27;1,45;1,69;2,02;1,57;146,56;1207,00;2,78;34,23
20/05/2004;1,00;0,69;1,27;1,44;1,68;2,01;1,56;146,33;1204,85;2,81;34,19
21/05/2004;1,00;0,69;1,27;1,43;1,68;2,01;1,56;146,83;1208,15;2,81;34,15
22/05/2004;1,00;0,69;1,25;1,42;1,68;2,00;1,56;146,66;1196,22;2,78;33,87
23/05/2004;1,00;0,68;1,25;1,42;1,67;1,99;1,56;146,61;1201,28;2,75;33,86
24/05/2004;1,00;0,68;1,25;1,42;1,68;1,99;1,57;146,91;1195,65;2,73;33,79
25/05/2004;1,00;0,68;1,26;1,43;1,68;2,00;1,57;147,68;1203,55;2,75;34,04
26/05/2004;1,00;0,68;1,27;1,43;1,68;2,00;1,57;146,96;1204,54;2,78;34,09
27/05/2004;1,00;0,68;1,26;1,44;1,68;2,00;1,57;147,32;1202,41;2,77;34,02
28/05/2004;1,00;0,68;1,26;1,44;1,67;2,00;1,57;147,52;1203,58;2,77;34,02
29/05/2004;1,00;0,68;1,26;1,43;1,66;1,99;1,58;147,10;1201,49;2,78;33,95
30/05/2004;1,00;0,68;1,27;1,44;1,67;2,01;1,57;147,25;1212,94;2,79;34,18
31/05/2004;1,00;0,68;1,27;1,44;1,67;2,01;1,57;146,57;1207,92;2,78;34,06
01/06/2004;1,00;0,68;1,28;1,43;1,67;2,01;1,57;145,82;1219,89;2,77;34,22
02/06/2004;1,00;0,68;1,28;1,45;1,68;2,02;1,57;146,42;1219,70;2,78;34,22
03/06/2004;1,00;0,68;1,28;1,44;1,67;2,03;1,57;146,88;1231,49;2,80;34,26
04/06/2004;1,00;0,68;1,28;1,44;1,68;2,02;1,57;146,84;1234,33;2,80;34,24
05/06/2004;1,00;0,68;1,28;1,45;1,68;2,02;1,58;147,66;1234,11;2,78;34,25
06/06/2004;1,00;0,67;1,29;1,45;1,69;2,02;1,57;147,87;1236,94;2,81;34,32
07/06/2004;1,00;0,67;1,28;1,44;1,69;2,02;1,57;147,70;1237,23;2,80;34,31
08/06/2004;1,00;0,68;1,29;1,44;1,68;2,03;1,58;148,17;1235,68;2,79;34,37
09/06/2004;1,00;0,68;1,29;1,44;1,67;2,02;1,58;147,62;1231,51;2,79;34,33
10/06/2004;1,00;0,67;1,28;1,44;1,66;2,01;1,58;148,21;1228,64;2,75;34,22
11/06/2004;1,00;0,67;1,27;1,43;1,67;2,01;1,58;148,34;1228,24;2,75;34,14
12/06/2004;1,00;0,67;1,27;1,44;1,67;2,01;1,58;148,36;1228,85;20,98;34,15
13/06/2004;1,00;0,68;1,28;1,43;1,67;2,02;1,58;148,70;1234,72;2,74;34,25
14/06/2004;1,00;0,68;1,29;1,44;1,68;2,02;1,58;148,56;1237,54;2,75;34,41
15/06/2004;1,00;0,68;1,28;1,44;1,69;2,01;1,58;148,33;1227,20;2,74;34,25
16/06/2004;1,00;0,68;1,29;1,44;1,69;2,03;1,58;149,43;1235,83;2,77;34,44
17/06/2004;1,00;0,68;1,28;1,43;1,68;2,02;1,58;149,17;1225,28;2,73;34,27
18/06/2004;1,00;0,68;1,28;1,42;1,67;2,02;1,58;149,09;1224,31;2,74;34,27
19/06/2004;1,00;0,68;1,28;1,42;1,68;2,02;1,58;149,28;1230,81;2,75;34,30
20/06/2004;1,00;0,68;1,28;1,41;1,68;2,01;1,58;149,64;1227,64;2,74;34,20
21/06/2004;1,00;0,68;1,28;1,42;1,69;2,02;1,58;149,85;1233,98;2,76;34,26
22/06/2004;1,00;0,67;1,28;1,42;1,68;2,01;1,58;149,54;1230,98;2,74;34,28
23/06/2004;1,00;0,67;1,28;1,42;1,68;2,02;1,58;150,08;1232,19;2,74;34,28
24/06/2004;1,00;0,67;1,29;1,42;1,68;2,02;1,58;150,56;1235,37;2,74;34,34
25/06/2004;1,00;0,67;1,28;1,42;1,68;2,01;1,58;150,30;1231,14;2,75;34,28
26/06/2004;1,00;0,67;1,29;1,42;1,67;2,02;1,58;149,22;1231,09;2,74;34,33
27/06/2004;1,00;0,67;1,28;1,42;1,66;2,01;1,58;148,47;1225,47;2,72;34,17
28/06/2004;1,00;0,68;1,28;1,42;1,67;2,01;1,58;149,23;1224,35;2,74;34,15
29/06/2004;1,00;0,68;1,27;1,41;1,67;2,00;1,58;148,05;1217,53;2,74;34,05
30/06/2004;1,00;0,68;1,27;1,42;1,68;2,00;1,58;147,91;1215,81;2,74;34,03
01/07/2004;1,00;0,68;1,27;1,42;1,69;2,00;1,58;149,14;1217,33;2,75;34,04
02/07/2004;1,00;0,68;1,27;1,42;1,69;2,01;1,58;149,49;1219,30;2,78;34,04
03/07/2004;1,00;0,68;1,27;1,42;1,69;2,00;1,59;149,23;1215,85;2,75;33,99
04/07/2004;1,00;0,67;1,27;1,42;1,68;2,01;1,59;149,58;1218,35;2,75;34,06
05/07/2004;1,00;0,67;1,27;1,42;1,69;2,00;1,59;149,09;1211,98;2,73;33,95
06/07/2004;1,00;0,67;1,27;1,42;1,68;2,01;1,59;149,47;1211,34;2,71;33,96
07/07/2004;1,00;0,67;1,27;1,42;1,68;2,01;1,59;148,81;1204,79;2,72;33,93
08/07/2004;1,00;0,67;1,27;1,43;1,68;2,01;1,59;148,70;1205,30;2,73;33,96
09/07/2004;1,00;0,67;1,27;1,43;1,69;2,01;1,59;148,84;1202,12;2,77;34,04
10/07/2004;1,00;0,67;1,28;1,43;1,70;2,03;1,58;148,89;1213,64;2,85;34,18
11/07/2004;1,00;0,67;1,28;1,43;1,70;2,02;1,58;148,78;1205,49;2,81;34,09
12/07/2004;1,00;0,67;1,27;1,41;1,69;2,02;1,58;147,83;1198,60;2,81;34,00
13/07/2004;1,00;0,67;1,27;1,41;1,69;2,02;1,58;148,90;1196,86;2,77;33,98
14/07/2004;1,00;0,68;1,27;1,41;1,70;2,02;1,58;149,57;1201,06;2,78;34,02
15/07/2004;1,00;0,68;1,27;1,41;1,70;2,01;1,59;149,34;1198,02;2,73;33,94
16/07/2004;1,00;0,68;1,27;1,42;1,70;2,01;1,58;149,99;1202,54;2,76;33,99
17/07/2004;1,00;0,67;1,27;1,42;1,71;2,01;1,58;149,86;1207,40;2,75;34,09
18/07/2004;1,00;0,67;1,27;1,43;1,70;2,01;1,59;149,80;1203,97;2,76;34,00
19/07/2004;1,00;0,68;1,27;1,43;1,70;2,01;1,59;149,45;1207,48;30,75;34,05
20/07/2004;1,00;0,67;1,27;1,42;1,70;2,01;1,59;149,47;1202,00;2,74;33,98
21/07/2004;1,00;0,68;1,26;1,42;1,69;2,00;1,59;150,09;1214,74;2,73;33,88
22/07/2004;1,00;0,67;1,25;1,42;1,69;1,99;1,59;149,97;1203,21;2,70;33,79
23/07/2004;1,00;0,68;1,25;1,42;1,68;1,99;1,59;149,96;1201,93;2,71;33,80
24/07/2004;1,00;0,68;1,25;1,43;1,67;1,99;1,59;149,87;1200,34;2,71;33,79
25/07/2004;1,00;0,67;1,26;1,42;1,67;1,99;1,59;149,84;1197,46;2,69;33,81
26/07/2004;1,00;0,67;1,25;1,42;1,66;1,98;1,59;149,13;1195,75;2,68;33,74
27/07/2004;1,00;0,67;1,25;1,42;1,66;1,98;1,59;148,67;1195,23;2,68;33,75
28/07/2004;1,00;0,67;1,25;1,43;1,66;1,98;1,59;148,83;1198,36;2,67;33,78
29/07/2004;1,00;0,67;1,26;1,43;1,66;1,98;1,59;149,08;1202,46;2,68;33,81
30/07/2004;1,00;0,67;1,26;1,42;1,66;1,98;1,59;149,29;1207,98;2,71;33,90
31/07/2004;1,00;0,67;1,26;1,42;1,66;1,98;1,59;149,71;1204,75;2,69;33,79
01/08/2004;1,00;0,67;1,25;1,42;1,66;1,98;1,59;149,98;1202,05;2,68;33,77
02/08/2004;1,00;0,67;1,26;1,42;1,66;1,98;1,59;149,93;1202,46;2,71;33,83
03/08/2004;1,00;0,67;1,27;1,43;1,66;1,99;1,59;150,40;1201,78;2,70;33,93
04/08/2004;1,00;0,67;1,27;1,43;1,66;1,98;1,59;150,26;1201,52;2,72;33,98
05/08/2004;1,00;0,67;1,27;1,43;1,65;1,99;1,59;149,17;1201,12;2,72;34,03
06/08/2004;1,00;0,67;1,27;1,43;1,65;1,98;1,59;149,59;1196,34;2,72;33,99
07/08/2004;1,00;0,67;1,28;1,45;1,65;1,99;1,59;149,24;1198,39;45,58;34,07
08/08/2004;1,00;0,67;1,28;1,45;1,65;1,99;1,59;149,40;1198,82;2,74;34,09
09/08/2004;1,00;0,67;1,28;1,44;1,65;1,99;1,59;149,62;1195,87;2,74;34,09
10/08/2004;1,00;0,67;1,27;1,44;1,65;1,99;1,60;150,45;1196,97;2,72;33,99
11/08/2004;1,00;0,67;1,28;1,44;1,65;1,99;1,60;150,37;1196,93;2,72;34,08
12/08/2004;1,00;0,67;1,28;1,44;1,66;1,99;1,60;150,35;1194,68;2,74;34,10
13/08/2004;1,00;0,67;1,28;1,45;1,67;2,00;1,60;151,16;1198,47;2,74;34,15
14/08/2004;1,00;0,67;1,29;1,45;1,68;2,00;1,59;151,17;1201,56;2,76;34,24
15/08/2004;1,00;0,67;1,28;1,46;1,68;2,00;1,59;151,28;1199,67;2,77;34,18
16/08/2004;1,00;0,68;1,28;1,46;1,68;2,00;1,60;150,88;1201,67;2,77;34,19
17/08/2004;1,00;0,68;1,28;1,46;1,67;2,00;1,60;151,01;1204,30;2,75;34,13
18/08/2004;1,00;0,68;1,28;1,46;1,67;2,00;1,60;151,16;1200,44;2,75;34,15
19/08/2004;1,00;0,68;1,28;1,47;1,67;1,99;1,60;151,17;1199,35;2,76;34,10
20/08/2004;1,00;0,68;1,28;1,47;1,67;2,00;1,59;151,57;1201,21;2,78;34,20
21/08/2004;1,00;0,67;1,28;1,47;1,66;2,00;1,59;151,24;1198,69;2,77;34,17
22/08/2004;1,00;0,67;1,29;1,47;1,67;2,00;1,59;150,75;1203,55;2,78;34,28
23/08/2004;1,00;0,68;1,30;1,48;1,67;2,01;1,58;150,61;1205,21;2,81;34,38
24/08/2004;1,00;0,68;1,31;1,48;1,68;2,03;1,58;151,36;1219,00;2,84;34,56
25/08/2004;1,00;0,68;1,31;1,49;1,68;2,03;1,59;152,24;1220,45;2,85;34,59
26/08/2004;1,00;0,68;1,31;1,49;1,69;2,04;1,59;152,99;1223,79;2,88;34,64
27/08/2004;1,00;0,67;1,32;1,50;1,68;2,03;1,59;153,01;1224,39;2,87;34,66
28/08/2004;1,00;0,67;1,32;1,51;1,68;2,04;1,59;153,29;1226,74;2,86;34,71
29/08/2004;1,00;0,67;1,32;1,51;1,68;2,05;1,59;153,77;1229,84;4,71;34,78
30/08/2004;1,00;0,67;1,33;1,52;1,69;2,05;1,59;153,89;1234,41;2,89;34,87
31/08/2004;1,00;0,67;1,33;1,52;1,69;2,05;1,59;152,74;1232,25;2,87;34,89
01/09/2004;1,00;0,68;1,33;1,52;1,69;2,04;1,59;152,66;1216,16;2,86;34,82
02/09/2004;1,00;0,68;1,33;1,53;1,68;2,04;1,59;152,87;1215,21;2,85;34,86
03/09/2004;1,00;0,68;1,33;1,53;1,68;2,05;1,59;153,48;1221,66;8,45;34,82
04/09/2004;1,00;0,68;1,32;1,51;1,68;2,03;1,59;154,33;1219,99;2,82;34,67
05/09/2004;1,00;0,67;1,32;1,52;1,69;2,04;1,59;154,94;1221,89;2,84;34,77
06/09/2004;1,00;0,67;1,33;1,53;1,68;2,04;1,60;155,34;1223,76;2,85;34,80
07/09/2004;1,00;0,67;1,32;1,52;1,68;2,03;1,60;155,04;1214,92;2,83;34,69
08/09/2004;1,00;0,67;1,31;1,52;1,68;2,02;1,60;155,04;1210,08;2,82;34,58
09/09/2004;1,00;0,67;1,31;1,51;1,68;2,02;1,60;154,34;1214,10;2,81;34,57
10/09/2004;1,00;0,67;1,32;1,52;1,68;2,03;1,60;155,48;1226,39;2,83;34,64
11/09/2004;1,00;0,67;1,32;1,51;1,68;2,03;1,60;156,00;1222,60;2,84;34,72
12/09/2004;1,00;0,67;1,32;1,52;1,68;2,03;1,60;155,85;1222,26;2,84;34,67
13/09/2004;1,00;0,67;1,32;1,52;1,68;2,03;1,60;156,26;1225,01;2,84;34,70
14/09/2004;1,00;0,62;2,38;1,74;1,61;2,59;1,01;158,94;1563,77;17,36;75,22
15/09/2004;1,00;0,68;2,69;1,73;1,40;3,25;1,43;154,90;1749,62;54,26;27,38
16/09/2004;1,00;0,67;1,32;1,53;1,68;2,02;1,61;156,10;1224,44;2,82;34,67
17/09/2004;1,00;0,67;1,32;1,53;1,67;2,02;1,61;156,61;1224,69;2,82;34,69
18/09/2004;1,00;0,67;1,32;1,53;1,67;2,02;1,61;156,93;1224,81;2,81;34,68
19/09/2004;1,00;0,61;3,95;1,25;1,70;2,49;1,19;143,90;1793,37;52,52;62,91
20/09/2004;1,00;0,67;1,33;1,55;1,67;2,03;1,61;157,76;1228,34;2,84;34,88
21/09/2004;1,00;0,67;1,32;1,55;1,66;2,03;1,61;157,76;1225,26;2,82;34,81
22/09/2004;1,00;0,67;1,31;1,54;1,67;2,01;1,61;156,11;1220,63;2,81;34,56
23/09/2004;1,00;0,67;1,31;1,54;1,67;2,01;1,61;154,55;1222,57;2,81;34,52
24/09/2004;1,00;0,67;1,30;1,53;1,67;2,00;1,61;154,42;1220,09;2,80;34,80
25/09/2004;1,00;0,67;1,30;1,53;1,67;2,00;1,61;155,26;1221,87;2,79;34,45
26/09/2004;1,00;0,67;1,30;1,53;1,67;2,00;1,61;154,99;1218,08;2,80;34,41
27/09/2004;1,00;0,67;1,30;1,53;1,66;2,00;1,61;156,16;1219,13;2,79;34,43
28/09/2004;1,00;0,66;1,29;1,51;1,65;1,99;1,61;155,24;1212,01;2,76;34,30
29/09/2004;1,00;0,66;1,29;1,51;1,65;2,00;1,61;156,00;1214,51;2,77;34,38
30/09/2004;1,00;0,66;1,30;1,51;1,65;1,99;1,61;156,27;1211,82;2,78;34,39
01/10/2004;1,00;0,66;1,29;1,52;1,64;1,99;1,61;155,75;1209,51;2,76;34,31
